['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ได้นำระเบิดแสวงเครื่องหนัก 5 ก.ก.จุดชนวนด้วยรีโมตคอนโทรลไปวางไว้ที่ริมถนนสายบาเจาะ-บ้านทอนช่วงบริเวณบ้านดูกู ม.3 ต.บลาเจาะ ||| และได้จุดชนวนระเบิด
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ยังไม่ถึงเวลาเหมาะสม ||| เนื่องจากระหว่างนี้ยังต้องเร่งทำงานรวบรวมข้อมูลบางอย่างอยู่
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| มีการประกาศยกเลิก ||| และเกิดสถานการณ์ขึ้นมา
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| หากมีการประกาศยกเลิกและเกิดสถานการณ์ขึ้นมาคมช.จะไม่มีเครื่องมือรับประกันในการทำงานได้ในอนาคต ||| อย่างไรก็ดีคมช.รับปากจะต้องเร่งทำความเข้าใจกับประชาชนรวมถึงกลุ่มต่างๆที่เตรียมจะออกมาเคลื่อนไหวให้เข้าใจบทบาทการทำหน้าที่ของคมช.
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เมื่อเข้าใจดีแล้ว ||| อาจจะมีการยกเลิกกฎอัยการศึกในวันเฉลิมพระชนมพรรษา 5 ธันวามหาราชนี้
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ครม.ควรเร่งพิจารณายกเลิกกฎอัยการศึก ||| เพราะการใช้อำนาจปิดกั้นสิทธิเสรีภาพของประชาชนไว้นานเท่าไรยิ่งเป็นอันตรายต่อเสถียรภาพของรัฐบาล
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| การสร้างสมานฉันท์หรือแก้ไขความขัดแย้งในสังคมด้วยกำลังนั้นอาจได้ผลช่วงสั้นๆเท่านั้น ||| แต่ระยะยาวประชาชนจะอึดอัดและมีแรงต้านมากขึ้น
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| จะอึดอัด ||| และมีแรงต้านมากขึ้น
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| จะส่งผลดีต่อการเมือง ||| เพราะประชาชนจะได้แสดงความคิดเห็นอย่างเสรีผ่านสื่อได้
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| หากยกเลิกจะเกิดความรุนแรงคิดว่าคงจะไม่มีความรุนแรงใดๆเกิดขึ้น ||| เพราะพรรคไทยรักไทยชัดเจนว่าจะไม่เคลื่อนไหวใดๆหากคตส.ยึดทรัพย์ตามข้อกฎหมายและพิสูจน์ได้ว่ามีความผิดจริงรวมทั้งกลุ่มพันธมิตรคงไม่ออกมาเคลื่อนไหวอะไรแล้วเพราะความแตกแยกสิ้นสุดไปแล้วตามการรัฐประหาร
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ยึดทรัพย์ตามข้อกฎหมาย ||| และพิสูจน์ได้ว่ามีความผิดจริง
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| พรรคไทยรักไทยชัดเจนว่าจะไม่เคลื่อนไหวใดๆหากคตส.ยึดทรัพย์ตามข้อกฎหมายและพิสูจน์ได้ว่ามีความผิดจริง ||| รวมทั้งกลุ่มพันธมิตรคงไม่ออกมาเคลื่อนไหวอะไรแล้วเพราะความแตกแยกสิ้นสุดไปแล้วตามการรัฐประหาร
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| กลุ่มพันธมิตรคงไม่ออกมาเคลื่อนไหวอะไรแล้ว ||| เพราะความแตกแยกสิ้นสุดไปแล้วตามการรัฐประหาร
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| เร่งแก้ไขปัญหาสุขภาพแรงงาน ||| และยกเครื่องเรื่องสุขภาพของผู้ใช้แรงงาน
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| มายืนถ่ายภาพ ||| และรักษาความปลอดภัย
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| หลังแสดงถึงความกังวลต่อการจำกัดสิทธิเสรีภาพของพลเมืองภายใต้การประกาศกฎอัยการศึก ||| ศ.ดร.สมพจน์กล่าวว่าการยื่นจดหมายครั้งนี้เนื่องจากต่างประเทศเข้าใจผิดต่อการเปลี่ยนแปลงทางการเมืองของไทยจึงอยากให้เข้าใจใหม่ว่าคนไทยรู้สึกดีต่อการเปลี่ยนแปลงครั้งนี้อยากให้ต่างประเทศอย่าวิเคราะห์การเมืองไทยแบบผิวเผินแล้วแสดงท่าทีออกสมุดปกขาวแจงต่างประเทศ
